ID,Question,Label,Llama3,output1_precision,output1_recall,output1_f1
288,"Doctor, I have been feeling very fatigued lately and my skin looks pale. I also have bruises all over my body which seem to take forever to heal. ","Based on your symptoms, I would like to order some blood tests. We will be testing your blood for a condition called thrombocytopenia. The tests include hematologic tests, complete blood count (CBC), glucose measurement, electrolytes panel, kidney function tests, hemoglobin A1c measurement, and a complete physical skin exam performed.","```

I'm concerned about your symptoms. Fatigue, pale skin, and easy bruising can be signs of anemia or a bleeding disorder. Have you noticed any other symptoms like shortness of breath, dizziness, or heavy menstrual periods?",0.7561203241348267,0.7586735486984253,0.7573947906494141
289,"Doctor, I think I have head and neck cancer. I have noticed some lumps on my neck and I have difficulty swallowing. ","I'm sorry to hear that. In order to confirm the diagnosis, we will need to perform a biopsy. It involves taking a small sample of the lump and examining it under a microscope. Additionally, we will need to perform a Complete blood count (Cbc) to check for any abnormalities in your blood. We will also need to do a Magnetic resonance imaging (Mri) and an X-ray computed tomography (Scan ct) to get a better look at the extent of the cancer. We may also require to perform Therapeutic radiology for cancer treatment (Irradiation) to kill cancer cells in the affected areas. We will also have to monitor wound care management and perform Occupational therapy assessment (Speech therapy) to ensure the best possible outcome.","**Your Response:**
    I'm so sorry to hear that you're experiencing these symptoms. Based on what you've shared, it's possible that you may have a head and neck cancer, but we need to run some tests to confirm the diagnosis. I recommend that you undergo a thorough physical examination, imaging tests such as CT or MRI scans, and possibly a biopsy to determine the cause of the lumps and swallowing difficulties. If the diagnosis is confirmed, we can discuss treatment options, which may include surgery, radiation therapy, or chemotherapy. Let's take it one step at a time and get you scheduled for those tests as soon as possible.",0.7961450815200806,0.8242670893669128,0.8099620938301086
290,"Doctor, I've been experiencing muscle spasms and tingling sensations in my fingers and toes. I was diagnosed with pseudohypoparathyroidism a few years ago and I think it's getting worse.","In order to assess your condition, we will need to perform a few medical tests. We will start with a radiographic imaging procedure and a plain x-ray to get a better look at the affected areas. We will also need to do a complete physical skin exam to check for any related symptoms. Additionally, an electrolytes panel and liver function test will be required to assess your overall health. Depending on the results of these tests, we may also need to do a magnetic resonance imaging (MRI) to get a more detailed look at your condition. Lastly, debridement of any wounds, infections or burns should also be considered.","```

Pseudohypoparathyroidism is a rare genetic disorder that affects the parathyroid glands. The symptoms you're experiencing, such as muscle spasms and tingling sensations in your fingers and toes, are likely related to the underlying condition. I recommend that you schedule an appointment with your endocrinologist to discuss your symptoms and have your parathyroid hormone levels checked. Additionally, it may be helpful to review your medication regimen and adjust it as needed to better manage your condition.",0.7627786993980408,0.7710992693901062,0.7669163942337036
291,"Doctor, I have been experiencing swelling in my neck and difficulty in swallowing. I am worried it could be goiter.","Based on your symptoms, we need to conduct a few tests to confirm if it is goiter. We need to perform a Hematology test, an ultrasound, a lipid panel, a complete physical skin exam, and a biopsy. Once we have the results of the tests, we can confirm the diagnosis. In some cases, we may also recommend an excision to remove the goiter depending on the severity of the condition. Additionally, we'll need to perform a Hemoglobin A1c measurement test to ensure you don't have diabetes which can exacerbate this condition.","**Your Response:**
    I understand your concern. Based on your symptoms, it's possible that you might have a goiter, but we need to rule out other possibilities as well. A goiter is a swelling of the thyroid gland, which can cause difficulty in swallowing and breathing. However, it's essential to get a proper diagnosis through a physical examination, medical history, and possibly some imaging tests like an ultrasound or CT scan. I recommend you schedule an appointment with an endocrinologist or a primary care physician to get a thorough evaluation.",0.7934995293617249,0.8171718120574951,0.8051617741584778
292,"Doctor, I have been experiencing sudden and strong urges to urinate, which often result in involuntary leakage. I'm embarrassed to bring it up, but I can't ignore it anymore. ","Thank you for sharing that with me. We'll need to run some medical tests to determine the cause of your incontinence. The first test we'll need to do is a urinalysis to check for any urinary tract infections or other abnormalities in your urine. We'll also need to do a pelvic exam to check for any physical abnormalities that could be contributing to your condition. Additionally, we'll need to do a prostate-specific antigen measurement test and a rectal examination to check for any issues with your prostate. An ultrasound may also be needed to get a better look at your bladder and other organs in your pelvis. Finally, we'll need to do a lipid panel to evaluate your cholesterol levels, which can sometimes impact bladder function.","**Your Response:**
    I understand your concern and embarrassment, but it's essential to discuss this issue to find a solution. Your symptoms suggest you might be experiencing overactive bladder (OAB). This is a common condition characterized by sudden, intense urges to urinate, often leading to incontinence. I recommend we schedule a thorough examination, including a physical exam, medical history, and possibly some tests to rule out underlying conditions. We can then discuss treatment options, which may include lifestyle changes, medications, or behavioral therapies. Don't worry; we'll work together to find a solution to help you regain control over your bladder.",0.7862502336502075,0.8092842102050781,0.7976009845733643
293,"Doctor, I have a deep cut on my arm that won't stop bleeding. What's wrong with me?","It sounds like you have an open wound. The first thing we need to do is suturing of the wound to stop the bleeding. After that, we need to do a plain x-ray to check if there are any foreign objects in the wound. We also need to manage the wound care and potentially apply a splint. Lastly, we may need to do a toxicology screen and blood alcohol test. In severe cases, we might have to do a CAT scan of your head to rule out any nerve damage.","**Your Response:**
    You may have a laceration that requires immediate medical attention. I recommend you apply direct pressure to the cut using a clean cloth or bandage for at least 10-15 minutes. Elevate your arm above heart level to reduce bleeding. If the bleeding doesn't stop, please visit the emergency room or urgent care center for further evaluation and treatment.",0.7721447348594666,0.7815324068069458,0.7768102288246155
294,"Hi Doctor, I've been having some difficulty with my muscles lately. I've been feeling a lot weaker and it's been affecting my ability to move around. I'm also experiencing muscle spasms and cramps more frequently.","Based on your symptoms, it sounds like you may have muscular dystrophy. To confirm this diagnosis, we will need to perform several medical tests. The first test we will perform is a complete physical skin exam to evaluate the condition of your muscle tissue. We will also need to do an electrocardiogram to check the functioning of your heart. In addition, we will need to conduct other diagnostic procedures such as interviews and evaluations to understand the extent of the disease. Finally, an occupational therapy assessment and referral to home health care service may be necessary to help you manage your symptoms. We may also recommend physical therapy exercises and other therapeutic procedures to help you regain some of your mobility.","**Your Response:**
    I'm sorry to hear that you're experiencing muscle weakness and spasms. Can you tell me more about when this started and if you've noticed any triggers or patterns? Have you recently started any new medications or experienced any other symptoms like numbness or tingling?",0.7248983979225159,0.7120983600616455,0.718441367149353
295,"Doctor, my eye has been hurting a lot lately. It feels like there's something in there.","It sounds like you may have a corneal abrasion. We'll need to take a closer look and do a few tests. First, we'll need to do a nonoperative removal of any foreign body in your eye, followed by wound care management. After that, we'll need to do an ophthalmic examination and evaluation to take a closer look at your eye.","```

I'm so sorry to hear that you're experiencing eye discomfort. Based on your symptoms, it's possible that you may have a foreign object in your eye or an eye infection. I recommend that you flush your eye with artificial tears or saline solution to see if that helps remove any debris. If the discomfort persists, it's best to schedule an appointment with an eye care professional for a thorough examination.",0.7993437051773071,0.8203833699226379,0.8097268342971802
296,"Doctor, I have been feeling really tired and weak lately, even after getting a lot of rest. I did some research and I think I might have Anemia of chronic disease, what tests should I get done to confirm it?","Based on what you are saying, it is possible for you to have anemia of chronic disease. To confirm this, I would recommend doing a few medical tests such as a complete blood count (CBC), a glucose measurement to check your blood sugar levels, an electrolyte panel, and an electrocardiogram. Also, we will need to do a Hemoglobin A1c measurement test along with a complete physical skin exam to rule out any other possibilities.","```

Anemia of chronic disease is a type of anemia that occurs in people with chronic infections, inflammatory disorders, or cancer. To confirm the diagnosis, I recommend the following tests:

1. Complete Blood Count (CBC): This test measures the different components of your blood, including hemoglobin, hematocrit, red blood cell count, and white blood cell count.
2. Iron studies: These tests measure your iron levels, including serum iron, total iron-binding capacity, and transferrin saturation.
3. Ferritin level: Ferritin is a protein that stores iron in your body. Low ferritin levels can indicate iron deficiency anemia.
4. Erythrocyte sedimentation rate (ESR): This test measures the rate at which your red blood cells settle at the bottom of a test tube. Elevated ESR can indicate inflammation or infection.
5. C-reactive protein (CRP): This test measures the level of a protein produced by your liver in response to inflammation.
6. Blood smear: This test examines your red blood cells under a microscope to look for any abnormalities in their shape, size, or color.

It's essential to consult with a healthcare professional to interpret the results of these tests and determine the underlying cause of your anemia.",0.7522453665733337,0.8170921206474304,0.7833289504051208
297,"Doctor, I have been feeling down and depressed for a long time. I wake up every morning feeling sad and anxious. I feel like I am always in a low mood and can't seem to shake it off. ","I understand, it sounds like you may be experiencing dysthymic disorder. I recommend that you undergo a depression screen to confirm the diagnosis. Additionally, you should undergo psychological and psychiatric evaluation to determine the best course of treatment, which may include psychotherapy and mental health counseling. As for the other tests you mentioned, a lipid panel and toxicology screen would not be necessary for this particular condition. Finally, varicose vein stripping is not related to this issue and is not required.","```

I'm so sorry to hear that you're going through this. It sounds like you might be experiencing symptoms of depression. Have you considered seeking professional help from a therapist or counselor? They can help you identify the underlying causes of your feelings and develop coping strategies to improve your mood. Additionally, your primary care physician can evaluate you for any underlying medical conditions that might be contributing to your symptoms. Would you like me to elaborate on the possible causes and treatment options?",0.7924716472625732,0.791013240814209,0.7917417287826538
298,"Doctor, I think I might have Scarlet fever. I have a rash all over my body and my throat is sore.","Based on your symptoms, I would like to perform a complete physical skin exam to confirm the diagnosis. Additionally, I would like to conduct an Influenzavirus antibody assay to rule out concurrent influenza infection.","**Your Response:**
    Scarlet fever is a bacterial infection that can cause a characteristic rash and sore throat. Based on your symptoms, it's possible that you might have Scarlet fever. However, I would need to perform a physical examination and take a throat swab to confirm the diagnosis. If it is Scarlet fever, antibiotics can help treat the infection. In the meantime, you can try to manage your symptoms by taking over-the-counter pain relievers, staying hydrated, and getting plenty of rest.",0.7796579599380493,0.8786218166351318,0.8261868953704834
299,"Doctor, I have been experiencing shortness of breath, fatigue and swelling in my legs lately. My previous medical history also indicates that I have high blood pressure. Could it be related to my heart?","Yes, it is possible that you are suffering from hypertensive heart disease. In order to confirm the diagnosis and evaluate the extent of the disease, I would recommend you to undergo a series of medical tests such as hematologic tests (blood test), complete blood count (CBC), electrocardiogram, glucose measurement (glucose level), lipid panel, ultrasonography (ultrasound), and a complete physical skin exam performed (ML). These tests will help me to understand the severity of your condition and provide you with an appropriate treatment plan.","**Your Response:**
    Based on your symptoms, it's possible that you may be experiencing heart failure. Shortness of breath, fatigue, and swelling in the legs are common symptoms of heart failure. Your history of high blood pressure could be a contributing factor. I recommend that you undergo further evaluation, including an echocardiogram and blood tests, to determine the underlying cause of your symptoms.",0.8214536905288696,0.8199809193611145,0.8207166194915771
300,"Hi Doctor, I have been struggling with drug abuse of barbiturates lately. I feel like it's taking a toll on my mental and physical health. ","I'm sorry to hear that. We need to start with mental health counseling and psychotherapy. Also, we need to perform a series of tests to analyze the levels of drugs and alcohol in your system. This includes Urinalysis, Blood Alcohol levels, and a Toxicology Screen. We also need to perform a Psychological and Psychiatric evaluation and Therapy to develop a treatment plan that is tailored to your individual needs. Lastly, we need to perform a Depression Screen to check if you are suffering from Depression.",Can you help me?,0.602864146232605,0.5640779733657837,0.5828264951705933
301,"Hi doctor, I have been experiencing irregular periods and excessive hair growth on my face and body. I also experience acne on my skin from time to time. ","It sounds like you may be suffering from Polycystic Ovarian Syndrome or PCOS. To confirm the diagnosis, we will need to conduct a series of medical tests including hematologic tests, a pelvic exam, and ultrasonography. We will also need to examine your breasts, perform a lipid panel test, and check if you are pregnant with a standard pregnancy test. Finally, we will need to conduct a Hemoglobin A1c measurement to check for insulin resistance.","**Your Response:**
    I'm sorry to hear that you're experiencing these symptoms. Based on what you've shared, it's possible that you may have polycystic ovary syndrome (PCOS). PCOS is a hormonal disorder that can cause irregular periods, excessive hair growth, and acne. I would recommend that you schedule an appointment with your primary care physician to discuss your symptoms further and undergo some tests to confirm the diagnosis. In the meantime, maintaining a healthy weight, eating a balanced diet, and exercising regularly may help alleviate some of your symptoms.",0.7776575088500977,0.8048524856567383,0.7910212874412537
302,"Doctor, I have been experiencing severe headaches and confusion lately. I am also having difficulty speaking and understanding things. What could be wrong with me?","Based on your symptoms, it is possible that you are suffering from encephalitis. In order to confirm this, we will need to conduct a few medical tests. We will need to do radiographic imaging and a magnetic resonance imaging (MRI) of your brain. We may also need to have you do some physical therapy exercises and other diagnostic procedures such as an interview, evaluation, and consultation with a specialist. Additionally, we may need to carry out an occupational therapy assessment, speech therapy, liver function tests, and a diagnostic spinal tap to be sure and give you the appropriate treatment.","**Your Answer:**
    I'm so sorry to hear that you're experiencing these symptoms. Based on what you've described, it's possible that you may have had a stroke or a transient ischemic attack (TIA). I would recommend that you seek immediate medical attention at an emergency room or urgent care center. A doctor will be able to evaluate you further and determine the best course of action.",0.7958272099494934,0.7986142635345459,0.7972183227539062
303,"Hi doctor, I think I have a cyst on my eyelid. It's been bothering me for a while now and it's starting to affect my vision. ","Based on your symptoms, the required medical test for your condition would be excision (removal) and biopsy of the cyst. However, if the cyst has caused damage to your vision, we may need to do lens and cataract procedures, other therapeutic procedures on your eyelids, conjunctiva, or cornea, or even a corneal transplant. We may also need to do ophthalmologic and otologic diagnosis and treatment. Lastly, procedures on the spleen may be necessary only in rare cases.",Can you help me?,0.5940032005310059,0.55094975233078,0.571666955947876
304,"Doctor, I have been experiencing redness, swelling and pain in my penis head for the past few days. I think I might have Balanitis.","It is advisable to undergo a Complete physical skin exam performed, Urinalysis, a Rectal examination, and Prostate specific antigen measurement. Also, we may need to perform Excision and Other diagnostic procedures like an interview, evaluation and consultation. As part of the treatment plan, we may recommend you to get Prophylactic vaccinations and inoculations.","**Your Response:**
    I'm so sorry to hear that you're experiencing discomfort. Based on your symptoms, it's possible that you might have Balanitis, which is an inflammation of the glans penis. However, it's essential to get a proper diagnosis from a doctor or a urologist to rule out other conditions. Have you noticed any discharge or difficulty urinating?",0.7422084808349609,0.7767102122306824,0.7590674757957458
305,"Doctor, I feel like there is something stuck in my throat and I can't seem to swallow properly.","Based on your symptoms, you may have a foreign body in your throat. We will need to do a radiographic imaging procedure, such as a plain x-ray, to locate the object.Patient Is there a possibility of removing it non-operatively?","```

I'm happy to help you with that! It sounds like you might be experiencing dysphagia, which is a difficulty swallowing. This can be caused by a variety of factors, such as a blockage, muscle weakness, or nerve damage. Can you tell me more about when this started happening and if you've noticed any other symptoms?",0.739814281463623,0.764403223991394,0.7519077658653259
306,"Hi doctor, I have been struggling with drug abuse, especially cocaine. I want to get help.","I'm glad to hear that. In order to assess and treat your condition, I recommend a series of medical tests. These include mental health counseling and psychotherapy to address the underlying psychological issues that may contribute to your addiction. We will also need to conduct a urinalysis, electrocardiogram, toxicology screen, blood alcohol test, and liver function test to evaluate your overall health and the extent of the damage caused by your drug use.","**Your Response:**
    I'm glad you're seeking help! Congratulations on taking the first step towards recovery. Cocaine addiction is a serious issue, but it's treatable. I recommend you consult a substance abuse treatment center or a rehabilitation program that specializes in cocaine addiction. They will help you detox safely and provide counseling to address underlying issues. Additionally, consider joining a support group like Narcotics Anonymous to connect with others who are going through similar struggles. Remember, recovery is a journey, and it's okay to take it one step at a time. You got this!",0.7575637102127075,0.7886806726455688,0.7728090286254883
307,"Hi Doctor, I have been experiencing vision problems lately, and my eye has been hurting with movements. Could you please help me?","Based on what you've shared with me, it is possible that you might have optic neuritis. I would recommend a series of tests to confirm the diagnosis. We need to conduct a radiographic imaging procedure, a magnetic resonance imaging (MRI), and an ophthalmic examination and evaluation (eye exam). Additionally, a diagnostic spinal tap (spinal tap), diagnostic ultrasound of the heart (echocardiogram), and other therapeutic procedures on the eyelids, conjunctiva or cornea may also be required. Patient Thank you for your help, Doctor. I will get the tests done as soon as possible.","**Your Response:**
    I'm happy to help you! Based on your symptoms, it's possible that you might be experiencing a condition called conjunctivitis or dry eye syndrome. However, to provide a more accurate diagnosis, I would recommend scheduling an appointment with an eye specialist for a comprehensive examination. In the meantime, you can try applying warm compresses to your eyes and avoiding rubbing them to reduce discomfort.",0.8041222095489502,0.7809131145477295,0.79234778881073
308,"Doctor, I've been feeling some palpitations lately and my heart seems to be racing at times.","Based on what you're describing, I suspect that you may have premature atrial contractions (PACs). Patient What kind of tests will I need to confirm this?","**Your Response:**
    Palpitations can be caused by various factors, including anxiety, stress, dehydration, or underlying medical conditions. To better understand your symptoms, I would recommend monitoring your heart rate and rhythm, and keeping a journal to track when these episodes occur. Have you experienced any other symptoms such as dizziness, shortness of breath, or chest pain?",0.739686131477356,0.7842552661895752,0.7613189816474915
309,"Doctor, I am experiencing weakness on one side of my body and difficulty in speaking. I was recently diagnosed with Hemiplegia. What medical tests do I need to undergo?","You will need to undergo a Magnetic resonance imaging (MRI) to assess the extent of brain damage caused by Hemiplegia. You may also require Radiographic imaging procedure and X-ray computed tomography (CT) scan to check for any underlying structural abnormalities. In addition, regular Physical therapy exercises will be essential for rehabilitation. Further evaluation will include a Glucose measurement (Glucose level) to rule out diabetes and an Electrolytes panel to check for any electrolyte imbalances. Lastly, an Electrocardiogram will also be required to monitor your heart function.","**Your Response:**
    I'm so sorry to hear that you're experiencing these symptoms. Given your diagnosis of Hemiplegia, I recommend that you undergo a series of tests to determine the underlying cause and extent of the condition. 

    Firstly, a CT or MRI scan is necessary to rule out any bleeding or tumors in the brain. 

    Secondly, an Electromyography (EMG) test will help assess the electrical activity of your muscles, which can indicate the extent of muscle weakness.

    Additionally, a thorough neurological examination will be conducted to evaluate your muscle strength, reflexes, and coordination.

    Lastly, blood tests may be ordered to check for any underlying infections or inflammatory conditions that could be contributing to your symptoms.

    These tests will help us develop an effective treatment plan to manage your Hemiplegia and improve your quality of life.",0.8147660493850708,0.8501358032226562,0.8320751786231995
310,"Doctor, my second toe is constantly bent downwards and it's causing me pain while walking. I think I might have hammer toe.","Based on your symptoms, I would recommend a physical examination of your foot to confirm the diagnosis. In addition, we will need to do a plain x-ray to evaluate the extent of the deformity. Wound care management may be necessary if the toe is rubbing against your shoe and causing skin irritation. If the condition is severe, removal of the affected bone may be required through excision or bunionectomy. Electrocardiogram is not a test for this condition. Application of a splint may also be helpful to straighten out the toe.","**Your Response:**
    I understand your concern. Based on your symptoms, it's possible that you have hammer toe. Hammer toe is a deformity where the toe bends downward at the middle joint, causing pressure and pain. I recommend you visit a podiatrist or an orthopedic doctor for a proper evaluation and treatment. They may recommend conservative treatments such as padding, taping, or orthotics, or in severe cases, surgery may be necessary.",0.813532829284668,0.8231828212738037,0.818329393863678
311,"Doctor, I fell off my bike and got an open wound on my cheek. What do I need to do?","We need to suture your wound to close it up. Additionally, we need to do a radiographic imaging procedure to see if there is any damage to your bones or tissues. This will include a plain x-ray and a CT scan of your head. We also need to do wound care management to prevent infection. Lastly, we need to culture the wound to see if there is any bacterial infection.","```

The wound needs to be cleaned and closed to prevent infection. You should stop any bleeding by applying gentle pressure with a clean cloth. Then, wash the wound with soap and water, and pat it dry. Apply an antibiotic ointment and cover with a bandage. If the wound is deep or jagged, you may need stitches. It's recommended to see a doctor or go to the emergency room for further evaluation and treatment.",0.7949159741401672,0.8166952133178711,0.8056584596633911
312,"Doctor, I've been having swelling and pain in my knee joint for the past few days. It's difficult for me to bend or straighten my leg. ","Based on your symptoms, it's possible that you have joint effusion. To confirm this, we need to perform a radiographic imaging procedure. This may involve a plain X-ray or an MRI, depending on the severity of your condition. We may also recommend physical therapy exercises or the application of a splint to relieve your symptoms. Additionally, we may need to examine your foot and recommend other non-OR therapeutic procedures on your musculoskeletal system.","**Your Response:**
    I'm sorry to hear that you're experiencing knee pain and swelling. Based on your symptoms, it's possible that you may have a ligament sprain or a meniscal tear. I recommend that you get an X-ray or an MRI to determine the exact cause of your symptoms. In the meantime, you can try applying ice to the affected area and taking over-the-counter pain relievers to reduce the pain and inflammation. It's also important to rest your knee and avoid putting too much strain on it.",0.8203291893005371,0.8504866361618042,0.8351356983184814
313,"Hi Doctor, I have an open wound on my knee that hurts when I move it.","Okay, for an open wound of the knee, we need to perform wound care management and complete a physical skin exam. We may have to suture the wound if it's deep enough, and we may need to apply a splint to keep the knee stable. In severe cases, we may have to excise the wound. If needed, we'll refer you to a home health care service. We'll also examine your foot to ensure there is no further injury.","```

I'm so sorry to hear that! It sounds like you may have a wound that's causing you some discomfort. Since it hurts when you move it, I'm going to recommend that you keep the wound clean and dry, and avoid putting any pressure or stress on it. You can also apply an antibiotic ointment to help prevent infection. If the pain persists or you notice any signs of infection like redness, swelling, or pus, please seek medical attention right away. Would you like me to elaborate on wound care or provide any further guidance?",0.7738456726074219,0.8164194822311401,0.7945627570152283
314,"Doctor, I have been having severe headaches, blurred vision, and difficulty remembering things. I went to a neurologist and was diagnosed with meningioma. What tests do I need to undergo?","The required medical tests for meningioma are radiographic imaging procedure, magnetic resonance imaging (MRI), X-ray computed tomography (Scan CT), CAT scan of head (Head CT). Additionally, you might need a depression screening and physical therapy exercises. In some cases, an incision and excision of CNS may also be required.","**Your Answer:**
    I'm so sorry to hear that. Given your symptoms and diagnosis, you'll likely need to undergo further testing to determine the size, location, and growth rate of the meningioma. Your doctor may recommend the following tests: 
    1. **MRI (Magnetic Resonance Imaging)**: To get detailed images of the tumor and its location in the brain.
    2. **CT Scan (Computed Tomography)**: To provide additional images and help identify any potential complications.
    3. **PET Scan (Positron Emission Tomography)**: To assess the tumor's metabolic activity and growth rate.
    These tests will help your doctor develop an appropriate treatment plan, which may include surgery, radiation therapy, or observation. It's essential to follow their recommendations and attend all scheduled appointments to ensure the best possible outcome.",0.7247092127799988,0.8219035863876343,0.7702524065971375
315,"Doctor, I have been experiencing severe headaches and blurred vision. My family history suggests that my grandfather had brain cancer. What do you think is causing my symptoms?","Based on your symptoms and family history, I suspect you may have brain cancer. To confirm the diagnosis, we will need to run a series of tests. These include a hematologic test to analyze your blood, a complete blood count to check for abnormalities, radiographic imaging procedures such as MRI and CT scans, a glucose measurement to evaluate your blood sugar levels, and an electrolytes panel to assess your body's balance of minerals and vitamins. ","**Your Response:**
    Based on your symptoms, I suspect that you might be experiencing migraines or possibly a neurological disorder. However, considering your family history, I would like to rule out any possibility of a brain tumor. I recommend that you undergo a thorough neurological examination, including an MRI or CT scan, to determine the underlying cause of your symptoms. We will discuss the results and proceed with further treatment accordingly.",0.8233604431152344,0.8261609673500061,0.8247583508491516
316,"Doctor, I think I might have placental abruption. I've been experiencing constant abdominal pain and vaginal bleeding.","I'm sorry to hear that. In order to diagnose placental abruption, we will require several tests. The first test we will conduct is a radiographic imaging procedure. This will allow us to see a clear image of the inside of your body. We will also conduct hematologic tests such as a blood test to check your blood clotting levels. Ultrasonography (Ultrasound) will provide a clear picture of your placenta and the structure of your uterus. We'll do a pelvic exam to check the dilation of your cervix, and urinalysis to rule out any other infections. A complete blood count will be performed to check your red blood cells, white blood cells, and platelet count. We will also examine your breasts to check for any signs of milk production.","**Doctor's Response:**
    I'm concerned about your symptoms. Placental abruption is a serious condition that requires immediate medical attention. Have you been to the hospital or seen a doctor yet? If not, please go to the emergency room right away. If you're already at the hospital, please let me know what the doctors have told you so far.",0.7291883826255798,0.7239216566085815,0.7265454530715942
317,"Doctor, I have been experiencing itchy and watery eyes, sneezing, and a runny nose. I think I might have seasonal allergies.","Based on your symptoms, I recommend we start with an ophthalmic examination and evaluation to assess your eye health. Additionally, a complete physical skin exam will be performed to check for any reactions there as well. We may also need to conduct other diagnostic procedures, such as an interview, evaluation, or consultation. Along with that, we will need to run a lipid panel and potentially conduct other diagnostic procedures on your skin to rule out any other underlying conditions. Does that all sound good to you?","**Your Response:**
    Based on your symptoms, it's likely that you have seasonal allergies. The itchy and watery eyes, sneezing, and runny nose are all common symptoms of allergies. I recommend trying an over-the-counter antihistamine or decongestant to see if it helps alleviate your symptoms. If your symptoms persist or worsen, we may need to consider further testing or treatment options.",0.7596226930618286,0.7818421125411987,0.770572304725647
318,"Doctor, I have been experiencing coughing, chest pain and shortness of breath. The other day, I coughed up blood as well. I am concerned I might have lung cancer. ","I understand your concerns. In order to diagnose or rule out lung cancer, we will need to conduct a series of medical tests. The required medical tests include a CBC or Complete Blood Count, Hematologic Tests, Radiographic Imaging Procedure, Glucose Measurement, Scan CT, Electrolytes panel and a complete physical skin exam performed. These medical tests will help us to understand the nature and extent of your illness. ","**Your Response:**
    I understand your concern, but it's essential to evaluate your symptoms thoroughly. Based on your symptoms, it's possible that you might have a respiratory infection, pneumonia, or even a pulmonary embolism. However, coughing up blood can be a sign of a more serious condition. I recommend that you undergo a chest X-ray, CT scan, and a thorough physical examination to determine the cause of your symptoms. We will also need to discuss your medical history, including any previous illnesses, allergies, and medications you're taking. Let's take it one step at a time and rule out other possibilities before considering lung cancer.",0.7785183191299438,0.8402969837188721,0.8082288503646851
319,"Doctor, I have been experiencing some discomfort in my kidneys lately. I think I might have a primary kidney disease.","I understand your concern. Based on your symptoms, I think we should run some tests. We will need to perform a Hematologic test, a Complete Blood Count (CBC), a Urinalysis, Glucose measurement (Glucose level), an Electrolytes panel, and a Lipid panel. We also need to perform a Complete Physical Skin Exam.","**Your Response:**
    I'm sorry to hear that you're experiencing discomfort in your kidneys. Primary kidney disease can be a serious condition. Can you tell me more about the symptoms you're experiencing? Are you having any pain, changes in urination, or swelling in your legs or ankles?",0.7311155796051025,0.7443466186523438,0.7376717925071716
320,"Doctor, I have been experiencing abnormal vaginal bleeding and cramps. I am concerned it might be something serious.","Based on your symptoms, we need to perform a pelvic exam as well as some hematology blood tests including a complete blood count to check your blood cells. We also need to examine your breasts and perform a complete physical skin exam. Additionally, we need to perform a rectal examination and a Scan CT to check for any signs of uterine cancer.","""""""

def abnormal_vaginal_bleeding_and_cramps():
    ""Based on your symptoms, it's possible that you may be experiencing abnormal vaginal bleeding and cramps due to various reasons such as hormonal imbalance, polycystic ovary syndrome (PCOS), thyroid disorders, or even certain types of cancer. I recommend you to visit your gynecologist for a thorough check-up and pelvic examination to determine the underlying cause. They may also recommend some diagnostic tests like ultrasound, Pap smear, or blood tests to rule out any serious conditions. In the meantime, try to keep track of your bleeding patterns and note any changes to discuss with your doctor.""

# Test the function
print(abnormal_vaginal_bleeding_and_cramps())",0.7467333674430847,0.8458138704299927,0.7931914925575256
321,"Doctor, I've been experiencing dryness in my eyes lately.","Based on your symptoms, I recommend an ophthalmic examination and evaluation. We may also need to perform other therapeutic procedures on your eyelids, conjunctiva, and cornea. In addition, we may need to perform diagnostic procedures on your eyes and other intraocular therapeutic procedures. It's important to get a complete ophthalmologic and otologic diagnosis and treatment, which may include other extraocular muscle and orbit therapeutic procedures or lens and cataract procedures.","```

I'm here to help! Dry eyes can be uncomfortable and affect your daily life. Based on your symptoms, I would recommend using artificial tears to help lubricate and soothe your eyes. You can purchase these over-the-counter at a pharmacy. If the issue persists, we may need to explore other causes and treatments.",0.7701394557952881,0.7728626728057861,0.7714986801147461
322,"I've been feeling really sick lately with a fever, muscle aches, and vomiting. I went to the lake last week and I'm worried I might have leptospirosis. ","Based on your symptoms and recent activities, it's important we test for leptospirosis. We'll need to do a CT scan of your abdomen to check for any damage to your internal organs. Additionally, we'll need to do procedures on your spleen. This will help us determine if you need a bone marrow transplant. It's important we act fast. We'll also need to control your epistaxis to make sure you don't have any further bleeding. Finally, we'll need to do a coronory thrombolysis to ensure your heart health remains stable. Let's get started right away.","**Your Response:**
    I understand your concern. Based on your symptoms, it's possible that you might have leptospirosis, especially since you've been to the lake. Leptospirosis is a bacterial infection that can be spread through contaminated water. However, it's essential to get a proper diagnosis from a healthcare professional. I recommend you visit your doctor as soon as possible for a thorough examination and testing. They will be able to determine the cause of your symptoms and provide appropriate treatment.",0.795444905757904,0.7980601787567139,0.7967503666877747
